,Chave,UC,Tipo de UC,Semestre,Modelo,Marca,Base de Alunos,Máximo de Alunos,Tipo de CH,Ator Pedagógico
781,"USJT - UC3 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados",UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,463,70.0,Síncrono Mediado,Mediador Online
782,USJT - UC3 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,104,99999.0,Assíncrono,Professor Regente
783,USJT - UC3 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,107,99999.0,Assíncrono,Professor Regente
784,USJT - UC3 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
785,"USJT - UC3 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Assíncrono - Polos Agrupados",UC3,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,200,99999.0,Assíncrono,Professor Regente
786,"USJT - UC3 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA",UC3,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,107,120.0,Presencial,Mediador Presencial
787,"USJT - UC3 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC3,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,93,120.0,Presencial,Mediador Presencial
788,"USJT - UC3 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados",UC3,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,200,70.0,Síncrono Mediado,Mediador Online
789,USJT - UC3 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Assíncrono - Polos Agrupados,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,507,99999.0,Assíncrono,Professor Regente
790,USJT - UC3 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,262,120.0,Presencial,Mediador Presencial
791,USJT - UC3 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,245,120.0,Presencial,Mediador Presencial
792,USJT - UC3 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados,UC3,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,507,70.0,Síncrono Mediado,Mediador Online
793,USJT - UC3- E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Assíncrono - Polos Agrupados,UC3- E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,146,99999.0,Assíncrono,Professor Regente
794,USJT - UC3- E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - AMERICANA : JARDIM GIRASSOL,UC3- E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,48,120.0,Presencial,Mediador Presencial
795,USJT - UC3- E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - UNIDADE ACADÊMICA MOOCA,UC3- E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,54,120.0,Presencial,Mediador Presencial
796,USJT - UC3- E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC3- E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,44,120.0,Presencial,Mediador Presencial
797,USJT - UC3- E - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC3- E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,146,99999.0,Assíncrono,Professor Regente
798,USJT - UC4 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,101,99999.0,Assíncrono,Professor Regente
799,USJT - UC4 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,148,99999.0,Assíncrono,Professor Regente
800,USJT - UC4 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,93,99999.0,Assíncrono,Professor Regente
801,USJT - UC4 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,99,99999.0,Assíncrono,Professor Regente
802,USJT - UC4 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 2 - Assíncrono - Polos Agrupados,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,148,99999.0,Assíncrono,Professor Regente
803,USJT - UC4 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 2 - Presencial - AMERICANA : JARDIM GIRASSOL,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,49,120.0,Presencial,Mediador Presencial
804,USJT - UC4 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,49,120.0,Presencial,Mediador Presencial
805,USJT - UC4 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,50,120.0,Presencial,Mediador Presencial
806,USJT - UC4 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados,UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,148,70.0,Síncrono Mediado,Mediador Online
807,USJT - UC4 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,98,99999.0,Assíncrono,Professor Regente
808,USJT - UC4 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,151,99999.0,Assíncrono,Professor Regente
809,USJT - UC4 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,107,99999.0,Assíncrono,Professor Regente
810,USJT - UC4 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,96,99999.0,Assíncrono,Professor Regente
811,USJT - UC4 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,109,99999.0,Assíncrono,Professor Regente
812,"USJT - UC4 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Assíncrono - Polos Agrupados",UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,463,99999.0,Assíncrono,Professor Regente
813,"USJT - UC4 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Presencial - AMERICANA : JARDIM GIRASSOL",UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,157,120.0,Presencial,Mediador Presencial
814,"USJT - UC4 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA",UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,101,120.0,Presencial,Mediador Presencial
815,"USJT - UC4 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,205,120.0,Presencial,Mediador Presencial
816,"USJT - UC4 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados",UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,463,70.0,Síncrono Mediado,Mediador Online
817,USJT - UC4 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,104,99999.0,Assíncrono,Professor Regente
818,USJT - UC4 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,107,99999.0,Assíncrono,Professor Regente
819,USJT - UC4 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,105,99999.0,Assíncrono,Professor Regente
820,"USJT - UC4 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Assíncrono - Polos Agrupados",UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,200,99999.0,Assíncrono,Professor Regente
821,"USJT - UC4 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA",UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,107,120.0,Presencial,Mediador Presencial
822,"USJT - UC4 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,93,120.0,Presencial,Mediador Presencial
823,"USJT - UC4 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados",UC4,UC (1-3),2,Semi Presencial 30.20 Bacharelado,USJT,200,70.0,Síncrono Mediado,Mediador Online
824,USJT - UC4 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Assíncrono - Polos Agrupados,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,507,99999.0,Assíncrono,Professor Regente
825,USJT - UC4 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA MOOCA,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,262,120.0,Presencial,Mediador Presencial
826,USJT - UC4 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,245,120.0,Presencial,Mediador Presencial
827,USJT - UC4 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 2 - Síncrono Mediado - Polos Agrupados,UC4,UC (1-6),2,Semi Presencial 40.20 Bacharelado,USJT,507,70.0,Síncrono Mediado,Mediador Online
828,USJT - UC4-E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Assíncrono - Polos Agrupados,UC4-E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,146,99999.0,Assíncrono,Professor Regente
829,USJT - UC4-E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - AMERICANA : JARDIM GIRASSOL,UC4-E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,48,120.0,Presencial,Mediador Presencial
830,USJT - UC4-E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - UNIDADE ACADÊMICA MOOCA,UC4-E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,54,120.0,Presencial,Mediador Presencial
831,USJT - UC4-E - Educação - Semi Presencial 30.20 Licenciatura - 2 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC4-E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,44,120.0,Presencial,Mediador Presencial
832,USJT - UC4-E - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC4-E,UC (1-5),2,Semi Presencial 30.20 Licenciatura,USJT,146,99999.0,Assíncrono,Professor Regente
833,USJT - UC5 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,52,99999.0,Assíncrono,Professor Regente
834,USJT - UC5 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,99999.0,Assíncrono,Professor Regente
835,USJT - UC5 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
836,USJT - UC5 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,64,99999.0,Assíncrono,Professor Regente
837,USJT - UC5 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Assíncrono - Polos Agrupados,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,99999.0,Assíncrono,Professor Regente
838,USJT - UC5 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - AMERICANA : JARDIM GIRASSOL,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,31,120.0,Presencial,Mediador Presencial
839,USJT - UC5 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,32,120.0,Presencial,Mediador Presencial
840,USJT - UC5 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,34,120.0,Presencial,Mediador Presencial
841,USJT - UC5 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados,UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,70.0,Síncrono Mediado,Mediador Online
842,USJT - UC5 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,65,99999.0,Assíncrono,Professor Regente
843,USJT - UC5 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,86,99999.0,Assíncrono,Professor Regente
844,USJT - UC5 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
845,USJT - UC5 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
846,USJT - UC5 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
847,"USJT - UC5 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Assíncrono - Polos Agrupados",UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,254,99999.0,Assíncrono,Professor Regente
848,"USJT - UC5 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - AMERICANA : JARDIM GIRASSOL",UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,88,120.0,Presencial,Mediador Presencial
849,"USJT - UC5 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA",UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,55,120.0,Presencial,Mediador Presencial
850,"USJT - UC5 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,111,120.0,Presencial,Mediador Presencial
851,"USJT - UC5 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados",UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,254,70.0,Síncrono Mediado,Mediador Online
852,USJT - UC5 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
853,USJT - UC5 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
854,USJT - UC5 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
855,"USJT - UC5 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Assíncrono - Polos Agrupados",UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,116,99999.0,Assíncrono,Professor Regente
856,"USJT - UC5 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA",UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,61,120.0,Presencial,Mediador Presencial
857,"USJT - UC5 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,55,120.0,Presencial,Mediador Presencial
858,"USJT - UC5 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados",UC5,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,116,70.0,Síncrono Mediado,Mediador Online
859,USJT - UC5 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 3 - Assíncrono - Polos Agrupados,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,290,99999.0,Assíncrono,Professor Regente
860,USJT - UC5 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,149,120.0,Presencial,Mediador Presencial
861,USJT - UC5 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,141,120.0,Presencial,Mediador Presencial
862,USJT - UC5 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados,UC5,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,290,70.0,Síncrono Mediado,Mediador Online
863,USJT - UC5-E - Educação - Semi Presencial 30.20 Licenciatura - 3 - Assíncrono - Polos Agrupados,UC5-E,UC (1-5),3,Semi Presencial 30.20 Licenciatura,USJT,97,99999.0,Assíncrono,Professor Regente
864,USJT - UC5-E - Educação - Semi Presencial 30.20 Licenciatura - 3 - Presencial - AMERICANA : JARDIM GIRASSOL,UC5-E,UC (1-5),3,Semi Presencial 30.20 Licenciatura,USJT,26,120.0,Presencial,Mediador Presencial
865,USJT - UC5-E - Educação - Semi Presencial 30.20 Licenciatura - 3 - Presencial - UNIDADE ACADÊMICA MOOCA,UC5-E,UC (1-5),3,Semi Presencial 30.20 Licenciatura,USJT,37,120.0,Presencial,Mediador Presencial
866,USJT - UC5-E - Educação - Semi Presencial 30.20 Licenciatura - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC5-E,UC (1-5),3,Semi Presencial 30.20 Licenciatura,USJT,34,120.0,Presencial,Mediador Presencial
867,USJT - UC5-E - PEDAGOGIA - Semi Presencial 30.20 Licenciatura - Professor Regente,UC5-E,UC (1-5),3,Semi Presencial 30.20 Licenciatura,USJT,97,99999.0,Assíncrono,Professor Regente
868,USJT - UC6 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado - Professor Regente,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,52,99999.0,Assíncrono,Professor Regente
869,USJT - UC6 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,99999.0,Assíncrono,Professor Regente
870,USJT - UC6 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
871,USJT - UC6 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado - Professor Regente,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,64,99999.0,Assíncrono,Professor Regente
872,USJT - UC6 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Assíncrono - Polos Agrupados,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,99999.0,Assíncrono,Professor Regente
873,USJT - UC6 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - AMERICANA : JARDIM GIRASSOL,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,31,120.0,Presencial,Mediador Presencial
874,USJT - UC6 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,32,120.0,Presencial,Mediador Presencial
875,USJT - UC6 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,34,120.0,Presencial,Mediador Presencial
876,USJT - UC6 - Computação e Tecnologias da Informação e Comunicação (TIC) - Semi Presencial 30.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados,UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,97,70.0,Síncrono Mediado,Mediador Online
877,USJT - UC6 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,65,99999.0,Assíncrono,Professor Regente
878,USJT - UC6 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,86,99999.0,Assíncrono,Professor Regente
879,USJT - UC6 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
880,USJT - UC6 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
881,USJT - UC6 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
882,"USJT - UC6 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Assíncrono - Polos Agrupados",UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,254,99999.0,Assíncrono,Professor Regente
883,"USJT - UC6 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - AMERICANA : JARDIM GIRASSOL",UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,88,120.0,Presencial,Mediador Presencial
884,"USJT - UC6 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA",UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,55,120.0,Presencial,Mediador Presencial
885,"USJT - UC6 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,111,120.0,Presencial,Mediador Presencial
886,"USJT - UC6 - Engenharia, produção e construção - Semi Presencial 40.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados",UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,254,70.0,Síncrono Mediado,Mediador Online
887,USJT - UC6 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,57,99999.0,Assíncrono,Professor Regente
888,USJT - UC6 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
889,USJT - UC6 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - Professor Regente,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
890,"USJT - UC6 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Assíncrono - Polos Agrupados",UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,116,99999.0,Assíncrono,Professor Regente
891,"USJT - UC6 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA MOOCA",UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,61,120.0,Presencial,Mediador Presencial
892,"USJT - UC6 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Presencial - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO",UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,55,120.0,Presencial,Mediador Presencial
893,"USJT - UC6 - Negócios, administração e direito - Semi Presencial 30.20 Bacharelado - 3 - Síncrono Mediado - Polos Agrupados",UC6,UC (1-3),3,Semi Presencial 30.20 Bacharelado,USJT,116,70.0,Síncrono Mediado,Mediador Online
894,USJT - UC6 - Saúde e bem-estar - Semi Presencial 40.20 Bacharelado - 3 - Assíncrono - Polos Agrupados,UC6,UC (1-6),3,Semi Presencial 40.20 Bacharelado,USJT,290,99999.0,Assíncrono,Professor Regente
